Sr no	Locus name	Minimum	Maximum	Product	Chromosome	Physical Map Position	Component SSRs	Overlaps	Duplicates
5301	SB4668	55399709	55400006	297	8	55.3997			
5302	SB4669	55438593	55438759	166	8	55.4386			
5303	Xisep0809	55439649	55439837	188	8	55.4396			
5304	SB4670	55442800	55443009	209	8	55.4428			
5305	Xtxp289	24303	24592	289	9	0.0243			
5306	SB4671	51129	51339	210	9	0.0511			
5307	SB4672	52342	52583	241	9	0.0523			
5308	SB4673	69266	69504	238	9	0.0693			
5309	SB4674	76388	76648	260	9	0.0764			
5310	SB4675	91347	91627	280	9	0.0913			
5311	SB4676	98326	98622	296	9	0.0983			
5312	SB4677	139726	139857	131	9	0.1397			
5313	SB4678	158248	158531	283	9	0.1582			
5314	SB4679	159867	160044	177	9	0.1599			
5315	SB4681	179992	180277	285	9	0.1800			
5316	SB4683	288171	288459	288	9	0.2882	2 SSRs including that detected by Xiabtp493	Overlap with Xiabtp493	
5317	Xiabtp493	288192	288390	198	9	0.2882	SSR segment included in SB4683	Overlap with SB4683	
5318	Xisep0602	350674	350867	193	9	0.3507			
5319	SB4684	381603	381823	220	9	0.3816			
5320	SB4685	396795	397053	258	9	0.3968			
5321	SB4686	411069	411245	176	9	0.4111			
5322	SB4687	546253	546501	248	9	0.5463			
5323	SB4688	554305	554514	209	9	0.5543		Overlap with Xiabtp112	
5324	Xiabtp112	554309	554569	260	9	0.5543		Overlap with SB4688	
5325	SB4689	572189	572400	211	9	0.5722			
5326	SB4690	591040	591280	240	9	0.5910			
5327	SB4691	607754	608033	279	9	0.6078			
5328	SB4693	651281	651442	161	9	0.6513			
5329	SB4694	654108	654364	256	9	0.6541			
5330	SB4695	776982	777090	108	9	0.7770			
5331	SB4696	795716	796001	285	9	0.7957			
5332	SB4697	819084	819229	145	9	0.8191			
5333	Xiabtp109	841733	841839	106	9	0.8417			
5334	SB4698	870699	870956	257	9	0.8707			
5335	Xiabtp535	895942	896236	294	9	0.8959			
5336	SB4699	916010	916166	156	9	0.9160			
5337	Xiabtp133	978470	978743	273	9	0.9785			
5338	Xiabtp412	1049285	1049386	101	9	1.0493			
5339	SB4701	1063999	1064305	306	9	1.0640			
5340	SB4702	1096906	1097017	111	9	1.0969			
5341	SB4703	1183296	1183528	232	9	1.1833			
5342	SB4704	1185363	1185482	119	9	1.1854			
5343	Xiabtp51	1185849	1186061	212	9	1.1858			
5344	SB4705	1186964	1187186	222	9	1.1870			
5345	SB4706	1234909	1235118	209	9	1.2349			
5346	SB4707	1235489	1235673	184	9	1.2355			
5347	SB4708	1238965	1239264	299	9	1.2390			
5348	SB4710	1317841	1318066	225	9	1.3178			
5349	SB4711	1346667	1346948	281	9	1.3467			
5350	Xtxp358	1366902	1367167	265	9	1.3669			
5351	SB4712	1386799	1386979	180	9	1.3868			
5352	SB4713	1395366	1395518	152	9	1.3954			
5353	SB4714	1486588	1486848	260	9	1.4866			
5354	SB4715	1557938	1558116	178	9	1.5579			
5355	SB4716	1580799	1581097	298	9	1.5808			
5356	SB4717	1585027	1585273	246	9	1.5850			
5357	SB4718	1628560	1628846	286	9	1.6286			
5358	SB4719	1650361	1650641	280	9	1.6504			
5359	SB4720	1712011	1712208	197	9	1.7120			
5360	SB4721	1730099	1730362	263	9	1.7301			
5361	SB4722	1741930	1742155	225	9	1.7419			
5362	SB4723	1748482	1748675	193	9	1.7485			
5363	SB4725	1843647	1843941	294	9	1.8436			
5364	SB4726	1954534	1954819	285	9	1.9545			
5365	SB4728	2079504	2079632	128	9	2.0795			
5366	SB4729	2098008	2098300	292	9	2.0980			
5367	SB4730	2098439	2098692	253	9	2.0984			
5368	SB4731	2099634	2099905	271	9	2.0996			
5369	SB4732	2167722	2167880	158	9	2.1677		Overlap with Xtxp410	
5370	Xtxp410	2167730	2167888	158	9	2.1677		Overlap with SB4732	
5371	SB4733	2168436	2168667	231	9	2.1684			
5372	SB4734	2252037	2252217	180	9	2.2520			
5373	SB4735	2282990	2283142	152	9	2.2830			
5374	SB4736	2283897	2284116	219	9	2.2839			
5375	SB4737	2323292	2323512	220	9	2.3233			
5376	Xiabtp417	2326049	2326280	231	9	2.3260			
5377	SB4738	2327530	2327790	260	9	2.3275			
5378	SB4739	2330097	2330396	299	9	2.3301			
5379	Xiabtp239	2342555	2342656	101	9	2.3426			
5380	SB4740	2412073	2412306	233	9	2.4121			
5381	SB4741	2422967	2423246	279	9	2.4230			
5382	SB4742	2560827	2561100	273	9	2.5608			
5383	SB4743	2581877	2582083	206	9	2.5819			
5384	Xisep1014	2591733	2591950	217	9	2.5917			
5385	SB4744	2603353	2603540	187	9	2.6034			
5386	Xiabtp277	2608378	2608547	169	9	2.6084			
5387	SB4745	2639974	2640271	297	9	2.6400			
5388	SB4746	2680899	2681126	227	9	2.6809			
5389	Xisep0509	2720035	2720248	213	9	2.7200			
5390	SB4747	2722629	2722886	257	9	2.7226			
5391	SB4749	2730327	2730487	160	9	2.7303			
5392	SB4751	2864653	2864798	145	9	2.8647			
5393	SB4752	2892115	2892259	144	9	2.8921			
5394	Xiabtp43	2962436	2962701	265	9	2.9624			
5395	SB4753	2991853	2992104	251	9	2.9919	2 SSRs including that detected by Xtxp412	Overlap with Xtxp412	
5396	Xtxp412	2991933	2992096	163	9	2.9919	SSR segment included in SB4753	Overlap with SB4753	
5397	SB4754	3016432	3016703	271	9	3.0164			
5398	SB4755	3051599	3051882	283	9	3.0516			
5399	SB4756	3056412	3056609	197	9	3.0564			
5400	SB4757	3059092	3059343	251	9	3.0591			
5401	SB4758	3077143	3077272	129	9	3.0771			
5402	SB4759	3086980	3087197	217	9	3.0870			
5403	Xisep0506	3176613	3176821	208	9	3.1766			
5404	Xisep1238	3181982	3182231	249	9	3.1820		Overlap with SB4761	Similar to SB4761
5405	SB4761	3181987	3182234	247	9	3.1820		Overlap with Xisep1238	Similar to Xisep1238
5406	SB4762	3213794	3214074	280	9	3.2138			
5407	SB4763	3226803	3227032	229	9	3.2268			
5408	SB4764	3350544	3350691	147	9	3.3505			
5409	SB4766	3380394	3380674	280	9	3.3804			
5410	SB4767	3388663	3388766	103	9	3.3887			
5411	SB4768	3424612	3424907	295	9	3.4246			
5412	SB4770	3531523	3531760	237	9	3.5315			
5413	SB4771	3532547	3532670	123	9	3.5325			
5414	SB4772	3534703	3534894	191	9	3.5347			
5415	SB4773	3661823	3662109	286	9	3.6618			
5416	SB4774	3671908	3672204	296	9	3.6719		Overlap with Xiabtp307	
5417	Xiabtp307	3672045	3672343	298	9	3.6720		Overlap with SB4774	
5418	SB4776	3983599	3983872	273	9	3.9836			
5419	>AtVIN3	4034650	4034676	26	9	4.0347			
5420	SB4777	4036288	4036451	163	9	4.0363			
5421	SB4778	4132218	4132384	166	9	4.1322			
5422	SB4779	4204001	4204106	105	9	4.2040			
5423	Xtxp287	4242503	4242867	364	9	4.2425			
5424	SB4780	4294013	4294298	285	9	4.2940			
5425	SB4781	4309043	4309293	250	9	4.3090			
5426	Xtxp411	4361357	4361519	162	9	4.3614	2 SSRs including that detected by SB4782	Overlap with SB4782	
5427	SB4782	4361418	4361522	104	9	4.3614	SSR segment included in Xtxp411	Overlap with Xtxp411	
5428	SB4783	4384772	4385070	298	9	4.3848			
5429	SB4784	4388723	4388869	146	9	4.3887			
5430	SB4785	4406479	4406685	206	9	4.4065			
5431	SB4786	4416932	4417085	153	9	4.4169			
5432	Xiabtp189	4440241	4440397	156	9	4.4402			
5433	Xiabtp103	4491997	4492248	251	9	4.4920			
5434	SB4788	4625974	4626187	213	9	4.6260			
5435	SB4789	4693282	4693427	145	9	4.6933			
5436	SB4791	4965677	4965928	251	9	4.9657			
5437	SB4792	4984991	4985122	131	9	4.9850			
5438	SB4794	5060131	5060380	249	9	5.0601	2 SSRs including that detected by Xisep0550	Overlap with Xisep0550	
5439	Xisep0550	5060154	5060345	191	9	5.0602	SSR segment included in SB4794	Overlap with SB4794	
5440	SB4795	5084536	5084676	140	9	5.0845			
5441	SB4796	5085407	5085700	293	9	5.0854			
5442	SB4797	5175732	5175860	128	9	5.1757			
5443	SB4798	5177681	5177856	175	9	5.1777			
5444	SB4799	5316988	5317265	277	9	5.3170			
5445	SB4800	5562657	5562780	123	9	5.5627			
5446	Xisep0945	5697881	5698050	169	9	5.6979			
5447	Xisep0816	5700305	5700530	225	9	5.7003			
5448	SB4801	5883742	5883999	257	9	5.8837			
5449	SB4802	5936585	5936800	215	9	5.9366			
5450	SB4803	6113286	6113510	224	9	6.1133	2 SSRs including that detected by Xgap015	Overlap with Xgap015	
5451	Xgap015	6113378	6113510	132	9	6.1134	SSR segment included in SB4803	Overlap with SB4803	
5452	SB4804	6158169	6158365	196	9	6.1582			
5453	SB4805	6167451	6167734	283	9	6.1675			
5454	SB4807	6280335	6280473	138	9	6.2803			
5455	SB4808	6412964	6413231	267	9	6.4130			
5456	SB4809	6772204	6772460	256	9	6.7722			
5457	SB4810	7076989	7077267	278	9	7.0770			
5458	Xtxp527	7117341	7117537	196	9	7.1173			
5459	SB4811	7168464	7168673	209	9	7.1685			
5460	Xisep0546	7184999	7185206	207	9	7.1850			
5461	Xisep0502	7223271	7223468	197	9	7.2233			
5462	SB4813	7602236	7602531	295	9	7.6022			
5463	SB4814	7602929	7603214	285	9	7.6029	2 SSRs including that detected by Xiabtp425	Overlap with Xiabtp425	
5464	Xiabtp425	7602930	7603121	191	9	7.6029	SSR segment included in SB4814	Overlap with SB4814	
5465	SB4815	7618544	7618678	134	9	7.6185			
5466	SB4816	7654710	7654936	226	9	7.6547			
5467	SB4819	8070735	8070859	124	9	8.0707			
5468	Xcup02	8143589	8143786	197	9	8.1436			
5469	SB4820	8205313	8205544	231	9	8.2053			
5470	SB4821	8211287	8211452	165	9	8.2113			
5471	SB4822	8212474	8212577	103	9	8.2125			
5472	Xisep1241	8363532	8363714	182	9	8.3635			
5473	Xisep0530	8364915	8365123	208	9	8.3649			
5474	SB4823	8778902	8779159	257	9	8.7789			
5475	Xiabtp174	9070454	9070712	258	9	9.0705			
5476	SB4824	9071327	9071617	290	9	9.0713			
5477	SB4825	9092725	9093021	296	9	9.0927			
5478	SB4826	9108812	9109066	254	9	9.1088			
5479	SB4827	9109795	9110092	297	9	9.1098			
5480	SB4828	9855805	9856054	249	9	9.8558			
5481	SB4829	9856397	9856682	285	9	9.8564			
5482	SB4830	9859108	9859312	204	9	9.8591			
5483	SB4831	9917606	9917748	142	9	9.9176			
5484	SB4832	9922120	9922373	253	9	9.9221			
5485	SB4833	9923043	9923300	257	9	9.9230			
5486	SB4834	10630730	10631025	295	9	10.6307			
5487	SB4835	10701278	10701426	148	9	10.7013			
5488	SB4836	11702950	11703244	294	9	11.7030			
5489	SB4837	12049705	12049912	207	9	12.0497			
5490	SB4838	12104531	12104661	130	9	12.1045			
5491	SB4839	12120316	12120552	236	9	12.1203			
5492	SB4840	13370371	13370644	273	9	13.3704			
5493	SB4841	13769250	13769511	261	9	13.7693			
5494	SB4842	13819818	13819990	172	9	13.8198			
5495	SB4843	14154547	14154739	192	9	14.1545			
5496	SB4846	14511025	14511202	177	9	14.5110			
5497	SB4849	14649113	14649356	243	9	14.6491			
5498	SB4850	14700182	14700370	188	9	14.7002			
5499	SB4851	14900286	14900568	282	9	14.9003			
5500	Xisep0501	15045892	15046091	199	9	15.0459		Overlap with Xisep0520	
5501	Xisep0520	15045941	15046129	188	9	15.0459		Overlap with Xisep0501	
5502	SB4852	16330611	16330781	170	9	16.3306			
5503	SB4853	17027437	17027587	150	9	17.0274			
5504	SB4856	18334203	18334468	265	9	18.3342			
5505	SB4857	18928516	18928677	161	9	18.9285			
5506	SB4858	20784135	20784319	184	9	20.7841			
5507	Xisep0521	22414652	22414764	112	9	22.4147			
5508	SB4859	24299628	24299909	281	9	24.2996			
5509	SB4862	37309038	37309249	211	9	37.3090			
5510	SB4863	37669104	37669301	197	9	37.6691			
5511	SB4865	38903479	38903749	270	9	38.9035			
5512	SB4867	39325389	39325667	278	9	39.3254			
5513	SB4868	40902853	40903117	264	9	40.9029			
5514	SB4869	40904696	40904962	266	9	40.9047			
5515	SB4871	41650059	41650353	294	9	41.6501			
5516	SB4872	41752364	41752649	285	9	41.7524			
5517	SB4873	41771391	41771683	292	9	41.7714			
5518	SB4874	42022245	42022527	282	9	42.0222			
5519	SB4875	42105982	42106225	243	9	42.1060			
5520	SB4876	42123579	42123827	248	9	42.1236			
5521	Xisep0528	42749842	42750039	197	9	42.7498			
5522	SB4878	43022041	43022333	292	9	43.0220			
5523	Xisep1020	43022857	43023064	207	9	43.0229			
5524	SB4879	43130909	43131208	299	9	43.1309			
5525	Xiabtp367	43157210	43157387	177	9	43.1572			
5526	SB4881	43459222	43459459	237	9	43.4592			
5527	SB4882	43541203	43541467	264	9	43.5412			
5528	SB4884	44750714	44751012	298	9	44.7507			
5529	SB4885	44886368	44886612	244	9	44.8864			
5530	Xtxp324	45090463	45090653	190	9	45.0905			
5531	SB4887	46201775	46201946	171	9	46.2018			
5532	SB4888	46215889	46216130	241	9	46.2159			
5533	SB4889	46390009	46390302	293	9	46.3900			
5534	SB4890	46396989	46397229	240	9	46.3970			
5535	SB4891	46450702	46450994	292	9	46.4507			
5536	SB4892	46477133	46477323	190	9	46.4771			
5537	SB4893	46913367	46913563	196	9	46.9134			
5538	SB4894	46940532	46940634	102	9	46.9405			
5539	Xisep0518	46941649	46941861	212	9	46.9416			
5540	Xiabtp301	46943056	46943316	260	9	46.9431		Overlap with SB4895	
5541	SB4895	46943064	46943308	244	9	46.9431		Overlap with Xiabtp301	
5542	SB4896	46947476	46947677	201	9	46.9475			
5543	SB4897	46962413	46962584	171	9	46.9624			
5544	SB4898	47077031	47077253	222	9	47.0770			
5545	SB4899	47182672	47182961	289	9	47.1827			
5546	SB4900	47344221	47344468	247	9	47.3442			
5547	Xisep0523	47373190	47373407	217	9	47.3732			
5548	SB4901	47699588	47699836	248	9	47.6996			
5549	SB4902	47757699	47757922	223	9	47.7577			
5550	Xtxp010	47916681	47916825	144	9	47.9167			
5551	Xiabtp96	47953772	47953931	159	9	47.9538		Overlap with SB4904	
5552	SB4904	47953822	47953934	112	9	47.9538		Overlap with Xiabtp96	
5553	SB4905	47993649	47993934	285	9	47.9936			
5554	SB4906	48197175	48197447	272	9	48.1972			
5555	SB4907	48230497	48230731	234	9	48.2305			
5556	SB4908	48254420	48254709	289	9	48.2544			
5557	SB4909	48388670	48388795	125	9	48.3887			
5558	SB4910	48453616	48453913	297	9	48.4536			
5559	Xiabtp145	48469023	48469257	234	9	48.4690			
5560	SB4912	48590109	48590313	204	9	48.5901			
5561	SB4913	48666068	48666309	241	9	48.6661			
5562	Xisep0539	48763088	48763282	194	9	48.7631			
5563	SB4914	48947217	48947366	149	9	48.9472			
5564	SB4915	48949553	48949656	103	9	48.9496			
5565	SB4916	49157458	49157673	215	9	49.1575			
5566	SB4917	49162397	49162590	193	9	49.1624			
5567	Xisep0525	49164125	49164328	203	9	49.1641		Overlap with SB4918	
5568	SB4918	49164239	49164534	295	9	49.1642		Overlap with Xisep0525	
5569	SB4919	49167416	49167621	205	9	49.1674			
5570	Xiabtp181	49370063	49370329	266	9	49.3701			
5571	SB4920	49370391	49370558	167	9	49.3704			
5572	SB4921	49371952	49372121	169	9	49.3720			
5573	SB4922	49547321	49547529	208	9	49.5473			
5574	SB4923	49623616	49623768	152	9	49.6236			
5575	SB4924	49625628	49625886	258	9	49.6256			
5576	SB4925	49760180	49760325	145	9	49.7602			
5577	SB4926	49760746	49760955	209	9	49.7607			
5578	SB4928	49844397	49844684	287	9	49.8444			
5579	SB4929	49855676	49855946	270	9	49.8557			
5580	SB4930	50025899	50026129	230	9	50.0259			
5581	Xisep1044	50085650	50085888	238	9	50.0857			
5582	SB4931	50116568	50116765	197	9	50.1166			
5583	SB4932	50158486	50158726	240	9	50.1585			
5584	Xisep0527	50172792	50173011	219	9	50.1728			
5585	SB4934	50220561	50220847	286	9	50.2206			
5586	SB4935	50286266	50286513	247	9	50.2863			
5587	Xisep0808	50293821	50294013	192	9	50.2938			
5588	SB4936	50375288	50375420	132	9	50.3753			
5589	SB4937	50536973	50537103	130	9	50.5370			
5590	Xiabtp321	50570773	50571000	227	9	50.5708		Overlap with SB4938	
5591	SB4938	50570886	50571176	290	9	50.5709		Overlap with Xiabtp321	
5592	SB4939	50735564	50735790	226	9	50.7356			
5593	SB4940	50812303	50812486	183	9	50.8123			
5594	SB4941	50963504	50963747	243	9	50.9635			
5595	SB4942	50990942	50991214	272	9	50.9909			
5596	SB4943	51003541	51003757	216	9	51.0035			
5597	SB4944	51033168	51033455	287	9	51.0332			
5598	SB4945	51084465	51084763	298	9	51.0845			
5599	SB4946	51161240	51161383	143	9	51.1612			
5600	SB4947	51176995	51177198	203	9	51.1770			
5601	SB4949	51369791	51369942	151	9	51.3698			
5602	SB4950	51376729	51376958	229	9	51.3767			
5603	SB4951	51378953	51379120	167	9	51.3790			
5604	SB4952	51450138	51450385	247	9	51.4501			
5605	SB4953	51507374	51507665	291	9	51.5074			
5606	SB4954	51683515	51683803	288	9	51.6835			
5607	SB4955	51705773	51705941	168	9	51.7058			
5608	SB4956	51721971	51722263	292	9	51.7220			
5609	SB4957	51722865	51723073	208	9	51.7229			
5610	SB4958	51860163	51860367	204	9	51.8602			
5611	SB4959	51926078	51926304	226	9	51.9261			
5612	SB4960	51946378	51946601	223	9	51.9464			
5613	SB4961	51957196	51957415	219	9	51.9572			
5614	Xiabtp475	52170917	52171186	269	9	52.1709		Overlap with SB4963	
5615	SB4963	52171031	52171303	272	9	52.1710		Overlap with Xiabtp475	
5616	SB4964	52278863	52279148	285	9	52.2789			
5617	SB4965	52281157	52281380	223	9	52.2812			
5618	Xisep0517	52299455	52299806	351	9	52.2995	2 SSRs including that detected by Xisep0516	Overlap with Xisep0516	
5619	Xisep0516	52299669	52299831	162	9	52.2997	SSR segment included in Xisep0517	Overlap with Xisep0517	
5620	SB4966	52304047	52304345	298	9	52.3040			
5621	SB4967	52306603	52306871	268	9	52.3066			
5622	SB4968	52539297	52539553	256	9	52.5393			
5623	SB4969	52606559	52606721	162	9	52.6066			
5624	Xisep0538	52672782	52672980	198	9	52.6728			
5625	SB4970	52678395	52678656	261	9	52.6784			
5626	SB4971	52678926	52679111	185	9	52.6789			
5627	SB4972	52769229	52769465	236	9	52.7692			
5628	SB4973	52773717	52773952	235	9	52.7737			
5629	SB4974	52907795	52908039	244	9	52.9078			
5630	SB4976	53026511	53026717	206	9	53.0265			
5631	SB4977	53035633	53035815	182	9	53.0356			
5632	SB4978	53104894	53105035	141	9	53.1049			
5633	SB4979	53205409	53205561	152	9	53.2054			
5634	SRSC12_004	53237062	53237323	261	9	53.2371			
5635	SB4980	53264436	53264654	218	9	53.2644			
5636	SB4981	53285159	53285424	265	9	53.2852			
5637	SB4982	53357592	53357858	266	9	53.3576			
5638	SB4983	53397912	53398204	292	9	53.3979			
5639	SB4984	53458111	53458405	294	9	53.4581			
5640	SB4985	53458918	53459177	259	9	53.4589			
5641	Xisep0512	53509228	53509451	223	9	53.5092			
5642	PRSC1_013	53518323	53518757	434	9	53.5183			Similar to PRSC1_018
5643	PRSC1_018	53518323	53518757	434	9	53.5183			Similar to PRSC1_013
5644	SB4986	53593151	53593431	280	9	53.5932			
5645	SB4988	53739930	53740223	293	9	53.7399			
5646	SB4989	53822648	53822873	225	9	53.8226			
5647	SB4990	53876436	53876615	179	9	53.8764			
5648	SB4991	53936181	53936280	99	9	53.9362			
5649	Xgpsb079	54008360	54008509	149	9	54.0084			
5650	SB4992	54054308	54054597	289	9	54.0543			
5651	SB4993	54122075	54122223	148	9	54.1221			
5652	SB4994	54183982	54184159	177	9	54.1840			
5653	SB4995	54193081	54193373	292	9	54.1931			
5654	SB4996	54214815	54214937	122	9	54.2148			
5655	SB4997	54227178	54227325	147	9	54.2272			
5656	SB4998	54268291	54268517	226	9	54.2683			
5657	Xiabtp315	54294015	54294301	286	9	54.2940			
5658	SB4999	54318484	54318632	148	9	54.3185			
5659	SB5000	54383427	54383580	153	9	54.3834			
5660	SB5001	54529747	54530025	278	9	54.5297	2 SSRs including that detected by Xiabtp387	Overlap with Xiabtp387	
5661	Xiabtp387	54529840	54530028	188	9	54.5298	SSR segment included in SB5001	Overlap with SB5001	
5662	SB5002	54666912	54667210	298	9	54.6669			
5663	SB5003	54746708	54746918	210	9	54.7467			
5664	SB5004	54790637	54790921	284	9	54.7906			
5665	SB5005	54798843	54798971	128	9	54.7988		Overlap with Xiabtp407	Similar to Xiabtp407
5666	Xiabtp407	54798846	54798970	124	9	54.7988		Overlap with SB5005	Similar to SB5005
5667	SB5006	54811499	54811747	248	9	54.8115			
5668	Xiabtp154	54839348	54839533	185	9	54.8393		Overlap with SB5007	
5669	SB5007	54839418	54839615	197	9	54.8394		Overlap with Xiabtp154	
5670	SB5008	54857519	54857804	285	9	54.8575			
5671	>Bx7	55039580	55039633	53	9	55.0396			
5672	SB5010	55087467	55087612	145	9	55.0875		Overlap with Xgap032	
5673	Xgap032	55087470	55087649	179	9	55.0875		Overlap with SB5010	
5674	>ZCN8	55149879	55150960	1081	9	55.1499			
5675	>ZCN7	55149945	55150731	786	9	55.1499			
5676	SB5011	55165489	55165658	169	9	55.1655			
5677	Xiabtp105	55241832	55242037	205	9	55.2418		Overlap with SB5013	Similar to SB5013
5678	SB5013	55241834	55242044	210	9	55.2418		Overlap with Xiabtp105	Similar to Xiabtp105
5679	SB5014	55319439	55319674	235	9	55.3194			
5680	SB5015	55329855	55330073	218	9	55.3299			
5681	SB5016	55403407	55403684	277	9	55.4034			
5682	SB5017	55407321	55407535	214	9	55.4073			
5683	SB5018	55438797	55439075	278	9	55.4388			
5684	Xisep1245	55477714	55477916	202	9	55.4777			
5685	SB5019	55545011	55545218	207	9	55.5450			
5686	SB5020	55550404	55550543	139	9	55.5504			
5687	SB5021	55699727	55700016	289	9	55.6997			
5688	SB5022	55716377	55716643	266	9	55.7164			
5689	SB5023	55898292	55898575	283	9	55.8983			
5690	SB5024	55968039	55968304	265	9	55.9680			
5691	Xisep1135	55977367	55977559	192	9	55.9774			
5692	SB5025	55989536	55989747	211	9	55.9895			
5693	SB5026	56018616	56018875	259	9	56.0186			
5694	Xiabtp536	56097293	56097592	299	9	56.0973		Overlap with SB5027	
5695	SB5027	56097418	56097710	292	9	56.0974		Overlap with Xiabtp536	
5696	Xisep0534	56136903	56137081	178	9	56.1369			
5697	SB5028	56147699	56147997	298	9	56.1477			
5698	SB5029	56169445	56169656	211	9	56.1694			
5699	SB5030	56297088	56297358	270	9	56.2971			
5700	SB5031	56303726	56303912	186	9	56.3037			
5701	SB5032	56305817	56306008	191	9	56.3058			
5702	SB5033	56388199	56388479	280	9	56.3882			
5703	SB5034	56533933	56534222	289	9	56.5339			
5704	SB5035	56619544	56619683	139	9	56.6195			
5705	SB5036	56635312	56635529	217	9	56.6353			
5706	SB5037	56642383	56642490	107	9	56.6424			
5707	Xisep0532	56665403	56665513	110	9	56.6654			
5708	SB5038	56700409	56700681	272	9	56.7004			
5709	SB5039	56740095	56740345	250	9	56.7401			
5710	SB5040	56740604	56740901	297	9	56.7406			
5711	SB5041	56877061	56877224	163	9	56.8771			
5712	Xisep0536	56885102	56885306	204	9	56.8851			
5713	SB5042	56897123	56897389	266	9	56.8971			
5714	SB5043	56900394	56900627	233	9	56.9004			
5715	SB5044	56928275	56928558	283	9	56.9283			
5716	SB5045	56963272	56963382	110	9	56.9633			
5717	SB5046	56976818	56977058	240	9	56.9768			
5718	SB5047	56990773	56990940	167	9	56.9908			
5719	SB5048	56996294	56996496	202	9	56.9963			
5720	SB5049	57027621	57027865	244	9	57.0276			
5721	SB5050	57064179	57064403	224	9	57.0642			
5722	SB5051	57122599	57122879	280	9	57.1226			
5723	SB5052	57126576	57126778	202	9	57.1266			
5724	SB5053	57144511	57144672	161	9	57.1445			
5725	Xisep0544	57219597	57219839	242	9	57.2196			
5726	SB5054	57260822	57261112	290	9	57.2608			
5727	SB5055	57298182	57298423	241	9	57.2982			
5728	SB5056	57360266	57360487	221	9	57.3603			
5729	Xisep0529	57388321	57388567	246	9	57.3883	2 SSRs including that detected by Xisep0531	Overlap with Xisep0531 and Xisep0548	
5730	Xisep0531	57388421	57388577	156	9	57.3884	SSR segment included in Xisep0529	Overlap with Xisep0529 and Xisep0548	
5731	Xisep0548	57388558	57388780	222	9	57.3886		Small overlaps with Xisep0529 and Xisep0531	
5732	SB5057	57435093	57435352	259	9	57.4351			
5733	SB5058	57479216	57479465	249	9	57.4792			
5734	SB5059	57542427	57542718	291	9	57.5424			
5735	SB5061	57634930	57635083	153	9	57.6349			
5736	SB5062	57651830	57651982	152	9	57.6518			
5737	SB5063	57652519	57652712	193	9	57.6525			
5738	Xisep0545	57659193	57659386	193	9	57.6592			
5739	SB5064	57702000	57702254	254	9	57.7020			
5740	SB5065	57773647	57773926	279	9	57.7736			
5741	SB5066	57867094	57867372	278	9	57.8671			
5742	Xtxp107	57912981	57913261	280	9	57.9130			
5743	Xisep0549	57975306	57975518	212	9	57.9753			
5744	Xisep0533	57978188	57978603	415	9	57.9782			
5745	Xisep0535	57982420	57982615	195	9	57.9824			
5746	SB5069	57984061	57984344	283	9	57.9841			
5747	Xisep0628	58005372	58005624	252	9	58.0054			
5748	SB5070	58015234	58015425	191	9	58.0152			
5749	SB5071	58221655	58221816	161	9	58.2217			
5750	SB5072	58245013	58245213	200	9	58.2450			
5751	SB5073	58261587	58261741	154	9	58.2616			
5752	SB5075	58275636	58275899	263	9	58.2756			
5753	SB5076	58299050	58299299	249	9	58.2991			
5754	SB5078	58344125	58344346	221	9	58.3441			
5755	SB5079	58360772	58361018	246	9	58.3608			
5756	SRSC12_013	58396093	58397238	1145	9	58.3961			
5757	SB5080	58400420	58400715	295	9	58.4004			
5758	SB5081	58404523	58404671	148	9	58.4045			
5759	SB5082	58415454	58415726	272	9	58.4155			
5760	SB5084	58485403	58485677	274	9	58.4854			
5761	SB5085	58549387	58549686	299	9	58.5494			
5762	SB5087	58581002	58581208	206	9	58.5810			
5763	SB5088	58582571	58582803	232	9	58.5826			
5764	SB5089	58595962	58596191	229	9	58.5960			
5765	SB5091	58632877	58633004	127	9	58.6329			
5766	SB5092	58718381	58718527	146	9	58.7184			
5767	SB5093	58732481	58732706	225	9	58.7325			
5768	SB5094	58779838	58780135	297	9	58.7798			
5769	SB5095	58793375	58793560	185	9	58.7934			
5770	SB5097	58854847	58855117	270	9	58.8548			
5771	SB5098	58871436	58871733	297	9	58.8714			
5772	Xisep0542	58925453	58925632	179	9	58.9255			
5773	SB5100	58967996	58968266	270	9	58.9680			
5774	SB5101	58981626	58981767	141	9	58.9816			
5775	SB5102	59009660	59009886	226	9	59.0097			
5776	SB5103	59018095	59018203	108	9	59.0181			
5777	SB5104	59056628	59056910	282	9	59.0566			
5778	SB5105	59096450	59096742	292	9	59.0965			
5779	SB5106	59104284	59104467	183	9	59.1043			
5780	SB5107	59109092	59109305	213	9	59.1091			
5781	SB5108	59109569	59109779	210	9	59.1096			
5782	SB5109	59114593	59114772	179	9	59.1146			
5783	>TzPinA	59135556	59135574	18	9	59.1356			
5784	SB5110	59139673	59139962	289	9	59.1397			
5785	Xgap206	59162202	59162327	125	9	59.1622	SSR segment included in SB5111	Overlap with SB5111	
5786	SB5111	59162204	59162491	287	9	59.1622	2 SSRs including that detected by Xgap206	Overlap with Xgap206	
5787	SB5112	59194701	59194955	254	9	59.1947			
5788	SB5114	59355111	59355393	282	9	59.3551			
5789	Xisep0125	59375242	59375502	260	9	59.3752			
5790	SB5115	59400273	59400465	192	9	59.4003			
5791	Xcup18	59407410	59407640	230	9	59.4074			
5792	SB5116	59431465	59431652	187	9	59.4315			
